"","accession","domain","family","genome_type","host","isolate","order","size","subfamily","subgenome_type","topology","virus","Host_name","species_level"
"690","NC_028843","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",75816,NA,NA,"linear","Mycobacterium phage Lolly9","Mycobacterium_smegmatis","Yes"
"691","NC_028842","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",57328,NA,NA,"linear","Mycobacterium phage CaptainTrips","Mycobacterium_smegmatis","Yes"
"692","NC_028841","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Paenibacillus larvae ATCC 9545",NA,"Caudovirales",44952,NA,NA,"linear","Bacteriophage Lily","Paenibacillus_larvae","Yes"
"693","NC_028834","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Achromobacter xylosoxidans",NA,"Caudovirales",48216,NA,"Jwxvirus","linear","Achromobacter phage 83-24","Achromobacter_xylosoxidans","Yes"
"694","NC_028832","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",61511,NA,NA,"linear","Mycobacterium phage Omnicron","Mycobacterium_smegmatis","Yes"
"695","NC_028828","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52055,NA,NA,"linear","Mycobacterium phage TheloniousMonk","Mycobacterium_smegmatis","Yes"
"696","NC_028827","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Streptomyces venezuelae ATCC 10712",NA,"Caudovirales",50165,NA,NA,"linear","Streptomyces phage Lannister","Streptomyces_venezuelae","Yes"
"697","NC_028826","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecium",NA,"Caudovirales",42265,NA,NA,"linear","Enterococcus phage IME-EFm5","Enterococcus_faecium","Yes"
"698","NC_028825","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O145:NM",NA,"Caudovirales",87372,NA,"Ounavirinae","linear","Escherichia phage vB_EcoM_AYO145A","Escherichia_coli","Yes"
"699","NC_028823","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",58985,NA,NA,"linear","Mycobacterium phage Bipolar","Mycobacterium_smegmatis","Yes"
"700","NC_028822","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli DE48",NA,"Caudovirales",40829,NA,NA,"linear","Escherichia phage P483","Escherichia_coli","Yes"
"701","NC_028821","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus epidermidis 36-1",NA,"Caudovirales",40670,NA,NA,"linear","Staphylococcus phage StB20-like","Staphylococcus_epidermidis","Yes"
"702","NC_028820","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Yersinia enterocolitica",NA,"Caudovirales",162101,NA,NA,"linear","Yersinia phage vB_YenM_TG1","Yersinia_enterocolitica","Yes"
"703","NC_028819","Viruses",NA,"dsDNA viruses, no RNA stage","Pseudoalteromonas marina",NA,"Caudovirales",43190,NA,NA,"linear","Pseudoalteromonas phage H103","Pseudoalteromonas_marina","Yes"
"704","NC_028818","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Streptomyces griseus subsp. griseus ATCC 10137",NA,"Caudovirales",57168,NA,"Ydn12virus","linear","Streptomyces phage TP1604","Streptomyces_griseus","Yes"
"705","NC_028816","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae 07RAFM-KPN-503",NA,"Caudovirales",43809,NA,"Autographivirinae","linear","Klebsiella phage vB_KpnP_SU503","Klebsiella_pneumoniae","Yes"
"706","NC_028813","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",57766,NA,NA,"linear","Mycobacterium phage Seagreen","Mycobacterium_smegmatis","Yes"
"707","NC_028812","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Proteus mirabilis",NA,"Caudovirales",58546,NA,NA,"linear","Proteus phage pPM_01","Proteus_mirabilis","Yes"
"708","NC_028810","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52357,NA,NA,"linear","Mycobacterium phage Rufus","Mycobacterium_smegmatis","Yes"
"709","NC_028809","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",58637,NA,"Pamx74virus","linear","Pseudomonas phage PaMx74","Pseudomonas_aeruginosa","Yes"
"710","NC_028807","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Streptomyces flavovirens",NA,"Caudovirales",43150,NA,NA,"linear","Streptomyces phage SF1","Streptomyces_flavovirens","Yes"
"711","NC_028805","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Brevibacillus laterosporus",NA,"Caudovirales",126341,NA,"Jenstvirus","linear","Brevibacillus phage Jenst","Brevibacillus_laterosporus","Yes"
"712","NC_028800","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae KSM 5-1",NA,"Caudovirales",41698,NA,"Autographivirinae","linear","Klebsiella phage K5","Klebsiella_pneumoniae","Yes"
"713","NC_028799","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Vibrio cholerae 1051",NA,"Caudovirales",66708,NA,NA,"linear","Vibrio phage phi 1","Vibrio_cholerae","Yes"
"714","NC_028795","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Enterobacter cloacae",NA,"Caudovirales",31522,NA,NA,"linear","Enterobacter phage E-3","Enterobacter_cloacae","Yes"
"715","NC_028792","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",56826,NA,NA,"linear","Mycobacterium phage Kimberlium","Mycobacterium_smegmatis","Yes"
"716","NC_028791","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",44492,NA,NA,"linear","Mycobacterium phage MOOREtheMARYer","Mycobacterium_smegmatis","Yes"
"717","NC_028789","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Bacillus cereus MYB41-22",NA,"Caudovirales",18609,NA,NA,"linear","Bacillus phage VMY22","Bacillus_cereus","Yes"
"718","NC_028788","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Paenibacillus larvae ATCC 9545",NA,"Caudovirales",37246,NA,"Sitaravirus","linear","Paenibacillus phage Diva","Paenibacillus_larvae","Yes"
"719","NC_028786","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae KP 1513",NA,"Caudovirales",49462,NA,"Kp36virus","linear","Klebsiella phage 1513","Klebsiella_pneumoniae","Yes"
"720","NC_028785","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",72790,NA,NA,"linear","Mycobacterium phage NelitzaMV","Mycobacterium_smegmatis","Yes"
"721","NC_028784","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51409,NA,NA,"linear","Mycobacterium phage Tasp14","Mycobacterium_smegmatis","Yes"
"722","NC_028782","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium",NA,"Caudovirales",40024,NA,NA,"linear","Bacillus phage Pavlov","Bacillus_megaterium","Yes"
"723","NC_028779","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",43680,NA,NA,"linear","Mycobacterium phage Carcharodon","Mycobacterium_smegmatis","Yes"
"724","NC_028778","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",75626,NA,NA,"linear","Mycobacterium phage Snenia","Mycobacterium_smegmatis","Yes"
"725","NC_028775","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",43098,NA,NA,"linear","Staphylococcus phage 23MRA","Staphylococcus_aureus","Yes"
"726","NC_028774","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae",NA,"Caudovirales",48754,NA,"Kp36virus","linear","Klebsiella phage Sushi","Klebsiella_pneumoniae","Yes"
"727","NC_028770","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",59878,NA,"Ab18virus","linear","Pseudomonas phage PaMx11","Pseudomonas_aeruginosa","Yes"
"728","NC_028768","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Achromobacter xylosoxidans",NA,"Caudovirales",49714,NA,"Jwxvirus","linear","Achromobacter phage JWX","Achromobacter_xylosoxidans","Yes"
"729","NC_028766","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Mannheimia haemolytica 3927A",NA,"Caudovirales",33755,NA,"unclassified Mu-like viruses","linear","Mannheimia phage vB_MhM_3927AP2","Mannheimia_haemolytica","Yes"
"730","NC_028765","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus sp.",NA,"Caudovirales",142348,NA,"Kayvirus","linear","Staphylococcus phage phiIPLA-RODI","Staphylococcus_sp","No"
"731","NC_028762","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Proteus mirabilis 417",NA,"Caudovirales",161989,NA,"T4virus","linear","Proteus phage vB_PmiM_Pm5461","Proteus_mirabilis","Yes"
"732","NC_028760","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae subsp. pneumoniae L4-FAA5 (capsular type K2)",NA,"Caudovirales",49037,NA,"Kp36virus","linear","Klebsiella phage KLPN1","Klebsiella_pneumoniae","Yes"
"733","NC_028759","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",58065,NA,NA,"linear","Mycobacterium phage Mufasa","Mycobacterium_smegmatis","Yes"
"734","NC_028758","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Paenibacillus larvae",NA,"Caudovirales",35644,NA,"Sitaravirus","linear","Paenibacillus phage HB10c2","Paenibacillus_larvae","Yes"
"735","NC_028754","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Typhimurium",NA,"Caudovirales",120098,NA,"T5virus","linear","Salmonella phage Shivani","Salmonella_enterica","Yes"
"736","NC_028750","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae",NA,"Caudovirales",176081,NA,"Kp15virus","linear","Klebsiella phage Matisse","Klebsiella_pneumoniae","Yes"
"737","NC_028749","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Brevibacillus laterosporus",NA,"Caudovirales",134270,NA,NA,"linear","Brevibacillus phage Sundance","Brevibacillus_laterosporus","Yes"
"738","NC_021806","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #14",NA,"Caudovirales",100418,NA,NA,"circular","Cellulophaga phage phi14:2","Cellulophaga_baltica","Yes"
"739","NC_021805","Viruses","Microviridae","ssDNA viruses","Cellulophaga baltica OL12a",NA,NA,6478,"unclassified Microviridae",NA,"circular","Cellulophaga phage phi12a:1","Cellulophaga_baltica","Yes"
"740","NC_021804","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica NN015839",NA,"Caudovirales",28760,NA,NA,"circular","Cellulophaga phage phi39:1","Cellulophaga_baltica","Yes"
"741","NC_021803","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #13",NA,"Caudovirales",72369,NA,NA,"circular","Cellulophaga phage phi13:2","Cellulophaga_baltica","Yes"
"742","NC_021802","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #10",NA,"Caudovirales",53664,NA,NA,"circular","Cellulophaga phage phi10:1","Cellulophaga_baltica","Yes"
"743","NC_021800","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica NN016046",NA,"Caudovirales",34844,NA,NA,"circular","Cellulophaga phage phi46:1","Cellulophaga_baltica","Yes"
"744","NC_021799","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #19",NA,"Caudovirales",57447,NA,NA,"circular","Cellulophaga phage phi19:1","Cellulophaga_baltica","Yes"
"745","NC_021798","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #17",NA,"Caudovirales",145343,NA,"Cba41virus","circular","Cellulophaga phage phi17:2","Cellulophaga_baltica","Yes"
"746","NC_021797","Viruses","Microviridae","ssDNA viruses","Cellulophaga baltica #12",NA,NA,6453,"unclassified Microviridae",NA,"circular","Cellulophaga phage phi12:2","Cellulophaga_baltica","Yes"
"747","NC_021796","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica NN016038",NA,"Caudovirales",72534,NA,NA,"circular","Cellulophaga phage phi38:1","Cellulophaga_baltica","Yes"
"748","NC_021795","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #17",NA,"Caudovirales",38776,NA,"Cba181virus","circular","Cellulophaga phage phi17:1","Cellulophaga_baltica","Yes"
"749","NC_021794","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #18",NA,"Caudovirales",71443,NA,NA,"circular","Cellulophaga phage phi18:3","Cellulophaga_baltica","Yes"
"750","NC_021793","Viruses",NA,"ssDNA viruses","Cellulophaga baltica NN016048",NA,NA,11703,NA,"unclassified ssDNA viruses","circular","Cellulophaga phage phi48:2","Cellulophaga_baltica","Yes"
"751","NC_021792","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica NN016046",NA,"Caudovirales",72961,NA,NA,"circular","Cellulophaga phage phi46:3","Cellulophaga_baltica","Yes"
"752","NC_021791","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #12",NA,"Caudovirales",39148,NA,"Cba181virus","circular","Cellulophaga phage phi12:1","Cellulophaga_baltica","Yes"
"753","NC_021790","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #18",NA,"Caudovirales",39189,NA,"Cba181virus","circular","Cellulophaga phage phi18:1","Cellulophaga_baltica","Yes"
"754","NC_021789","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #19",NA,"Caudovirales",75994,NA,NA,"circular","Cellulophaga phage phi19:3","Cellulophaga_baltica","Yes"
"755","NC_021788","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cellulophaga baltica #4",NA,"Caudovirales",145865,NA,"Cba41virus","circular","Cellulophaga phage phi4:1","Cellulophaga_baltica","Yes"
"756","NC_021337","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",31185,NA,"Autographivirinae","linear","Acinetobacter phage AB3","Acinetobacter_baumannii","Yes"
"757","NC_017688","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactococcus lactis",NA,"Caudovirales",32414,NA,"Sk1virus","linear","Lactococcus virus ASCC191","Lactococcus_lactis","Yes"
"758","NC_005056","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli W strain ATCC9637",NA,"Caudovirales",32684,NA,"P2virus","linear","Escherichia virus Wphi","Escherichia_coli","Yes"
"759","NC_028659","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae M-9",NA,"Caudovirales",142987,NA,NA,"linear","Klebsiella phage vB_KpnM_KB57","Klebsiella_pneumoniae","Yes"
"760","NC_028683","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Edwardsiella ictaluri",NA,"Caudovirales",177643,NA,NA,"linear","Edwardsiella phage PEi20","Edwardsiella_ictaluri","Yes"
"761","NC_028743","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mannheimia haemolytica 587A serotype A2",NA,"Caudovirales",48594,NA,"unclassified Lambda-like viruses","linear","Mannheimia phage vB_MhS_587AP2","Mannheimia_haemolytica","Yes"
"762","NC_028742","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",70270,NA,NA,"linear","Mycobacterium phage Baee","Mycobacterium_smegmatis","Yes"
"763","NC_028698","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. enteritidis",NA,"Caudovirales",41868,NA,"Jerseyvirus","circular","Salmonella phage f18SE","Salmonella_enterica","Yes"
"764","NC_028672","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sp.",NA,"Caudovirales",149732,NA,"Vequintavirinae","linear","Cronobacter phage PBES 02","Cronobacter_sp","Yes"
"765","NC_028702","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Delftia sp. 670",NA,"Caudovirales",38084,NA,NA,"circular","Delftia phage IME-DE1","Delftia_sp","Yes"
"766","NC_028700","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Streptococcus pyogenes",NA,"Caudovirales",37976,NA,NA,"circular","Streptococcus phage T12","Streptococcus_pyogenes","Yes"
"767","NC_028697","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Streptococcus pyogenes K56; Streptococcus pyogenes ATCC 12204",NA,"Caudovirales",33900,NA,NA,"circular","Streptococcus phage A25","Streptococcus_pyogenes","Yes"
"768","NC_028694","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes A1-14",NA,"Caudovirales",29407,NA,NA,"linear","Propionibacterium phage PA1-14","Propionibacterium_acnes","Yes"
"769","NC_028691","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68227,NA,"Pg1virus","linear","Mycobacterium phage Apizium","Mycobacterium_smegmatis","Yes"
"770","NC_028690","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68472,NA,"Pg1virus","linear","Mycobacterium phage Eremos","Mycobacterium_smegmatis","Yes"
"771","NC_028688","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae",NA,"Caudovirales",40114,NA,"Autographivirinae","linear","Klebsiella phage vB_Kp1","Klebsiella_pneumoniae","Yes"
"772","NC_028685","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Shigella sonnei",NA,"Caudovirales",62851,NA,"Tl2011virus","linear","Shigella phage Ss-VASD","Shigella_sonnei","Yes"
"773","NC_028684","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",41563,NA,"Autographivirinae","linear","Acinetobacter phage vB_AbaP_PD-6A3","Acinetobacter_baumannii","Yes"
"774","NC_028682","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",69030,NA,"Pg1virus","linear","Mycobacterium phage Badfish","Mycobacterium_smegmatis","Yes"
"775","NC_028680","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",50515,NA,NA,"linear","Mycobacterium phage Pepe","Mycobacterium_smegmatis","Yes"
"776","NC_028679","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",40938,NA,"Autographivirinae","linear","Acinetobacter phage vB_AbaP_PD-AB9","Acinetobacter_baumannii","Yes"
"777","NC_028677","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Rhodococcus erythropolis RIA 643",NA,"Caudovirales",46596,NA,NA,"linear","Rhodococcus phage CosmicSans","Rhodococcus_erythropolis","Yes"
"778","NC_028676","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Sinorhizobium meliloti",NA,"Caudovirales",149218,NA,NA,"linear","Sinorhizobium phage phiM9","Sinorhizobium_meliloti","Yes"
"779","NC_028675","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii M68316",NA,"Caudovirales",41526,NA,"Autographivirinae","linear","Acinetobacter phage phiAB1","Acinetobacter_baumannii","Yes"
"780","NC_028674","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68355,NA,"Pg1virus","linear","Mycobacterium phage ShiVal","Mycobacterium_smegmatis","Yes"
"781","NC_028673","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Gordonia malaquae CON60",NA,"Caudovirales",73419,NA,NA,"linear","Gordonia phage GMA7","Gordonia_malaquae","Yes"
"782","NC_028670","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae",NA,"Caudovirales",44203,NA,"Autographivirinae","linear","Klebsiella phage KpV41","Klebsiella_pneumoniae","Yes"
"783","NC_028668","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Gordonia malaquae BEN700",NA,"Caudovirales",77779,NA,NA,"linear","Gordonia phage GMA3","Gordonia_malaquae","Yes"
